"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"134","fr2599","alumni","frei",1869,"mitzopulos, c","mitzopulos","constantin",NA,"greece","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. phi!. Mitzopulos, Constantin. Patras, Griechenland. Dipl.Ing. 1874."
"135","fr2600","alumni","frei",1869,"du mont, j  h","du mont","julias h","h","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"du Mont, Julias H. Mobile, Alabama."
"136","fr2601","alumni","frei",1869,"painter, h","painter","howard",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Painter, Howard. WestChaister, Pennsylvanien."
"137","fr2602","alumni","frei",1869,"de pian, l","de pian","luico",NA,"italy","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"de Pian, Luico. Rocco de Agordo, Italien."
"138","fr2603","alumni","frei",1869,"porter, j  a","porter","john arthur","arthur","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Porter, John Arthur. Berlin, Connecticut, V.St.v.A."
"139","fr2604","alumni","frei",1869,"prendice, f  a","prendice","frederick a","a","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Prendice, Frederick A. New York, V. St. v. A."
"140","fr2605","alumni","frei",1869,"v puch, e","v puch","etpil",NA,"peru","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Puch, Etpil. Lima, Peru."
"141","fr2606","alumni","frei",1869,"v querfurtb, e  c","v querfurtb","edler carl hugo","carl","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Querfurtb, Edler Carl Hugo Hans. Schonheidei. E.; Sachsen."
"142","fr2607","alumni","frei",1869,"sanchez navarro, r  s","sanchez navarro","roman saltilo","saltilo","mexico","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sanchez Navarro, Roman Saltilo, Mexico."
"143","fr2608","alumni","frei",1869,"singleton, c  s","singleton","cleffe s","s","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Singleton, Cleffe S. C. London, England."
"144","fr2609","alumni","frei",1869,"v stromberg, c  w","v stromberg","carl waldemararthur","waldemararthur","latvia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Stromberg, Carl WaldemarArthur. Mi tau, Kur!."
"145","fr2610","alumni","frei",1869,"strong, m","strong","moses",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Strong, Moses. MineralPoint, Wisconsin."
"146","fr2611","alumni","frei",1869,"wei8, c","wei8","carl",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Wei8, Carl. Darmstadt, Hessen."
"147","fr2612","alumni","frei",1870,"barandiaran e lradi,","barandiaran e lradi","",NA,"mexico","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Barandiaran e lradi, Evaristo. Mexico. Dipl.Ing."
"148","fr2613","alumni","frei",1870,"beckert, t","beckert","theodoraugust",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Beckert, TheodorAugust. Oberlungwitz, Sachsen. Dipl.Ing. 1875."
"149","fr2614","alumni","frei",1870,"borne r, c  m","borne r","carl moritz","moritz","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Borne_r, Carl Moritz. Freiberg, Sachsen."
"150","fr2615","alumni","frei",1870,"happach, e  b","happach","emil bruno","bruno","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Happach, Emil Bruno. Chemnitz, Sachsen."
"151","fr2616","alumni","frei",1870,"lselin, i","lselin","isaak",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"lselin, Isaak. New York, V. St. v. A."
"152","fr2617","alumni","frei",1870,"krauth, c  p","krauth","charles philipp","philipp","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Krauth, Charles Philipp. Philadelphia, V. St. v. A."
"153","fr2618","alumni","frei",1870,"kiihn, c  f","kiihn","carl friedrich","friedrich","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kiihn, Carl Friedrich. Freiberg, Sachsen."
"154","fr2619","alumni","frei",1870,"linke, t  o","linke","theodor oskar","oskar","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Linke, Theodor Oskar. Freiberg, Sachsen."
"155","fr2620","alumni","frei",1870,"nettre, l  r","nettre","lionel robert","robert","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Nettre, Lionel Robert. New York, V. St. v. A."
"156","fr2621","alumni","frei",1870,"petzold, t","petzold","theodor",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Petzold, Theodor. Freiberg, Sachsen."
"157","fr2622","alumni","frei",1870,"riegel, c","riegel","carl",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Riegel, Carl. Steyerdorf, Banat, Ungarn."
"158","fr2623","alumni","frei",1870,"v schoultzascheraden, b  a","v schoultzascheraden","baron alexander hermann","alexander","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. SchoultzAscheraden, Baron Alexander Hermann Gerhard. Livland, RuBland."
"159","fr2623","alumni","frei",1870,"v schoultzascheraden, b  a","v schoultzascheraden","baron alexander hermann","alexander","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. SchoultzAscheraden, Baron Alexander Hermann Gerhard. Livland, RuBland."
"160","fr2624","alumni","frei",1870,"walden, d","walden","duncan",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Walden, Duncan. Brooklyn, V. St. v. A."
"161","fr2625","alumni","frei",1871,"arnolds, p  j","arnolds","peter joseph hugo","joseph","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Arnolds, Peter Joseph Hugo. Coln, PreuBen."
"162","fr2626","alumni","frei",1871,"astaburuaga, e","astaburuaga","enrique",NA,"chile","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Astaburuaga, Enrique. Santiago, Chile."
"163","fr2627","alumni","frei",1871,"becher, h  m","becher","harry macdonald","macdonald","india","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Becher, Harry Macdonald. Simla, Ostindien."
"164","fr2628","alumni","frei",1871,"bellony, j","bellony","janco",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bellony, Janco. Bukarest, Rumanien."
"165","fr2629","alumni","frei",1871,"bigelow, j","bigelow","john",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bigelow, John. New York, V. St. v. A."
"166","fr2630","alumni","frei",1871,"castoldi, a","castoldi","alberto",NA,"italy","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Castoldi, Alberto. Cagliari, Sardinien. Dipl. Ing. 1874."
"167","fr2631","alumni","frei",1871,"dickerman, a  c","dickerman","alton c","c","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dickerman, Alton C. Sommerville, Massachusetts,"
"168","fr2632","alumni","frei",1871,"endlich, f  m","endlich","frederik miller","miller","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. phi!. Endlich, Frederik Miller. Reading, Pennsylvanien,"
"169","fr2633","alumni","frei",1871,"ferraris, e","ferraris","erminia",NA,"italy","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ferraris, Erminia. Ronco, Italien. Dipl.Ing. 1873."
"170","fr2634","alumni","frei",1871,"gignoux, c  c","gignoux","charles c","c","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gignoux, Charles C. New York, V. St. v. A."
"171","fr2635","alumni","frei",1871,"goldschmidt, v","goldschmidt","victor",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Goldschmidt, Victor. Mainz, Hessen. Dipl."
"172","fr2636","alumni","frei",1871,"huntington, t  m","huntington","thomas m","m","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Huntington, Thomas M. Chilos. New York,"
"173","fr2637","alumni","frei",1871,"v lnkey, a","v lnkey","adalbert",NA,"slovakia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. lnkey, Adalbert. PreBburg, Ungarn."
"174","fr2638","alumni","frei",1871,"lowe, f  a","lowe","francis asbury","asbury","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lowe, Francis Asbury. Washington, V. St. v. A."
"175","fr2639","alumni","frei",1871,"niemeitz, a  f","niemeitz","august friedrich","friedrich","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Niemeitz, August Friedrich. Freiberg, Sachsen."
"176","fr2640","alumni","frei",1871,"ohl, a  w","ohl","adolph wilhelm","wilhelm","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ohl, Adolph Wilhelm. Ahausen, PreuBen. Dipl.Ing."
"177","fr2641","alumni","frei",1871,"papageorgiu, a  j","papageorgiu","antonius johannes","johannes","greenland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Papageorgiu, Antonius Johannes. Kastrovalab. Kumi, Griechenland. Dipl.Ing. 1876."
"178","fr2641","alumni","frei",1871,"papageorgiu, a  j","papageorgiu","antonius johannes","johannes","greenland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Papageorgiu, Antonius Johannes. Kastrovalab. Kumi, Griechenland. Dipl.Ing. 1876."
"179","fr2642","alumni","frei",1871,"peters, e","peters","egerton",NA,"united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Peters, Egerton. Rugby, England."
"180","fr2643","alumni","frei",1871,"peters, e","peters","edward",NA,"united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Peters, Edward. Rugby, England."
"181","fr2644","alumni","frei",1871,"pinching,","pinching","",NA,"united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Pinching,ArchibaldEdward. Gravesend b.London."
"182","fr2645","alumni","frei",1871,"reichel, f  g","reichel","friedrich gustav","gustav","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Reichel, Friedrich Gustav. Kleinwelke b. Bautzen,"
"183","fr2646","alumni","frei",1871,"rigys, g  w","rigys","george w","w","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rigys, George W. St. Louis, V. St. v. A."
"184","fr2647","alumni","frei",1871,"rockstroh, e","rockstroh","edwin",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rockstroh, Edwin. Freiberg, Sachsen."
"185","fr2648","alumni","frei",1871,"savalan, a  d","savalan","andreas david","david","turkey","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Savalan, Andreas David. Katiken, asiat. Tiirkei."
"186","fr2649","alumni","frei",1871,"simmons, h  s","simmons","henry satimer","satimer","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Simmons, Henry Satimer. Wigan, England."
"187","fr2650","alumni","frei",1871,"tyler, j  a","tyler","john alexander","alexander","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Tyler, John Alexander. Charles City County,"
"188","fr2651","alumni","frei",1871,"waschmann, k  h","waschmann","karl hugo","hugo","switzerland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Waschmann, Karl Hugo. Neuhausen, Kurland."
"189","fr2652","alumni","frei",1871,"waters, j  h","waters","joseph harry ernest","harry","ireland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Waters, Joseph Harry Ernest. Parsonstown, Irland."
"190","fr2653","alumni","frei",1871,"willkomm, k  f","willkomm","karl friedrich","friedrich","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Willkomm, Karl Friedrich. Freiberg, Sachsen."
"191","fr2654","alumni","frei",1871,"albers, j  a","albers","joao alberto","alberto","portugal","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Albers, Joao Alberto. Lissabon, Portugal."
"192","fr2655","alumni","frei",1871,"barlow, e  g","barlow","eduard george","george","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Barlow, Eduard George. Derby, England."
"193","fr2656","alumni","frei",1871,"cojana, g","cojana","giuseppe",NA,"italy","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Cojana, Giuseppe. Cagliari, Sardinien."
"194","fr2657","alumni","frei",1871,"demaffey, a  p","demaffey","august paul alexis","paul","switzerland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Demaffey, August Paul Alexis. Genf, Schweiz."
"195","fr2658","alumni","frei",1871,"dragumis, i  j","dragumis","immanuel johann","johann","greece","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. phi!. Dragumis, Immanuel Johann. A then, Griechenland."
"196","fr2659","alumni","frei",1871,"diirichen, c  w","diirichen","carl wilhelm","wilhelm","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Diirichen, Carl Wilhelm. MeiBen, Sachsen. Dipl.Ing. 1878."
"197","fr2660","alumni","frei",1871,"v dunin slepsc,","v dunin slepsc","",NA,"belarus","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Dunin Slepsc, Stephan. Witebsk, RuBland."
"198","fr2661","alumni","frei",1871,"french, m","french","morton",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"French, Morton. Boston, V. St. v. A."
"199","fr2662","alumni","frei",1871,"fritzgartner, r","fritzgartner","reinhard",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. phi!. Fritzgartner, Reinhard. Jottingburg, Wiirttemberg."
"200","fr2663","alumni","frei",1871,"gabler, e","gabler","ernst",NA,"chile","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gabler, Ernst. ChiliConcepcion, Canada."
"201","fr2664","alumni","frei",1871,"garcia bayonas, j  a","garcia bayonas","jose antonio","antonio","spain","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Garcia Bayonas, Jose Antonio. Lorca, Prov. Murcia, Spanien. Dipl.Ing. 1876."
"202","fr2665","alumni","frei",1871,"gedroitz, f  a","gedroitz","fiirst anton","anton","lithuania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gedroitz, Fiirst Anton. Wilna, RuB!and."
"203","fr2666","alumni","frei",1871,"gordon, j  g","gordon","joseph gordon","gordon","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gordon, Joseph Gordon. London, England."
"204","fr2667","alumni","frei",1871,"gruner, h","gruner","harold",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gruner, Harold. Dresden, Sachs. , Dipl.Ing. 1876."
"205","fr2668","alumni","frei",1871,"hamilton, j","hamilton","johann",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Hamilton, Johann. Olviopol, Gouv. Cherson, RuBI."
"206","fr2669","alumni","frei",1871,"herberz, b  j","herberz","balthasar johann wilh","johann","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Herberz, Balthasar Johann Wilh. Uerdingen a.Rh."
"207","fr2670","alumni","frei",1871,"hitchcock, h","hitchcock","harry",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Hitchcock, Harry. La Salle, V. St. v. A."
"208","fr2671","alumni","frei",1871,"jaksa, v","jaksa","vincenz",NA,"croatia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jaksa, _Vincenz. Camisa, Dalmatien, Osterreich."
"209","fr2672","alumni","frei",1871,"jordan, j  g","jordan","johannes gottlob paul","gottlob","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jordan, Johannes Gottlob Paul. Berlin, PreuBen."
"210","fr2673","alumni","frei",1871,"kettner, j","kettner","johannes",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kettner, Johannes. Berg b. Stuttgart, Wiirttembg."
"211","fr2674","alumni","frei",1871,"kwiatkowski, l","kwiatkowski","ladislaus",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kwiatkowski, Ladislaus. Nadarzyn, Gouvern. Warschau, RuBland."
"212","fr2675","alumni","frei",1871,"livas, a  a","livas","athanasios a","a","greece","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Livas, Athanasios A. Kalamata, Griechenland."
"213","fr2676","alumni","frei",1871,"meeks, h  c","meeks","herbert clifford","clifford","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Meeks, Herbert Clifford. New York, V. St. v. A."
"214","fr2677","alumni","frei",1871,"mihailowic, m","mihailowic","mihaila",NA,"republic of serbia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mihailowic, Mihaila. Belgrad, Serbien."
"215","fr2678","alumni","frei",1871,"myers, w  h","myers","william heyward","heyward","mexico","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Myers, William Heyward. San Antonio, Mexico."
